Anexo;Código;Fator R;Alíquota;Atendido;Descrição
I;07/01/4623;Não;4.0;Não;Comércio atacadista de sisal
I;08/01/4623;Não;4.0;Não;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada
I;09/01/4623;Não;4.0;Não;Comércio atacadista de alimentos para animais
I;4623-1/99;Não;4.0;Não;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente
I;4631-1/00;Não;4.0;Não;Comércio atacadista de leite e laticínios
I;4632-0/01;Não;4.0;Não;Comércio atacadista de cereais e leguminosas beneficiados
I;4632-0/02;Não;4.0;Não;Comércio atacadista de farinhas, amidos e féculas
I;4632-0/03;Não;4.0;Não;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada
I;01/08/4633;Não;4.0;Não;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos
I;02/08/4633;Não;4.0;Não;Comércio atacadista de aves vivas e ovos
I;03/08/4633;Não;4.0;Não;Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação
I;01/06/4634;Não;4.0;Não;Comércio atacadista de carnes bovinas e suínas e derivados
I;02/06/4634;Não;4.0;Não;Comércio atacadista de aves abatidas e derivados
I;03/06/4634;Não;4.0;Não;Comércio atacadista de pescados e frutos do mar
I;4634-6/99;Não;4.0;Não;Comércio atacadista de carnes e derivados de outros animais
I;01/04/4635;Não;4.0;Sim;Comércio atacadista de água mineral
I;02/04/4635;Não;4.0;Sim;Comércio atacadista de cerveja, chope e refrigerante
I;03/04/4635;Não;4.0;Não;Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada
I;01/02/4636;Não;4.0;Não;Comércio atacadista de fumo beneficiado
I;01/01/4637;Não;4.0;Não;Comércio atacadista de café torrado, moído e solúvel
I;02/01/4637;Não;4.0;Não;Comércio atacadista de açúcar
I;03/01/4637;Não;4.0;Não;Comércio atacadista de óleos e gorduras
I;04/01/4637;Não;4.0;Sim;Comércio atacadista de pães, bolos, biscoitos e similares
I;05/01/4637;Não;4.0;Sim;Comércio atacadista de massas alimentícias
I;06/01/4637;Não;4.0;Sim;Comércio atacadista de sorvetes
I;07/01/4637;Não;4.0;Sim;Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes
I;4637-1/99;Não;4.0;Sim;Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
I;01/07/4639;Não;4.0;Sim;Comércio atacadista de produtos alimentícios em geral
I;02/07/4639;Não;4.0;Não;Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada
I;01/09/4641;Não;4.0;Sim;Comércio atacadista de tecidos
I;02/09/4641;Não;4.0;Sim;Comércio atacadista de artigos de cama, mesa e banho
I;03/09/4641;Não;4.0;Sim;Comércio atacadista de artigos de armarinho
I;01/07/4642;Não;4.0;Sim;Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
I;02/07/4642;Não;4.0;Sim;Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
I;01/05/4643;Não;4.0;Sim;Comércio atacadista de calçados
I;02/05/4643;Não;4.0;Sim;Comércio atacadista de bolsas, malas e artigos de viagem
I;01/03/4644;Não;4.0;Não;Comércio atacadista de medicamentos e drogas de uso humano
I;02/03/4644;Não;4.0;Não;Comércio atacadista de medicamentos e drogas de uso veterinário
I;01/01/4645;Não;4.0;Não;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios
I;02/01/4645;Não;4.0;Não;Comércio atacadista de próteses e artigos de ortopedia
I;03/01/4645;Não;4.0;Não;Comércio atacadista de produtos odontológicos
I;4646-0/01;Não;4.0;Sim;Comércio atacadista de cosméticos e produtos de perfumaria
I;4646-0/02;Não;4.0;Sim;Comércio atacadista de produtos de higiene pessoal
I;01/08/4647;Não;4.0;Sim;Comércio atacadista de artigos de escritório e de papelaria
I;02/08/4647;Não;4.0;Sim;Comércio atacadista de livros, jornais e outras publicações
I;01/04/4649;Não;4.0;Sim;Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico
I;02/04/4649;Não;4.0;Sim;Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico
I;03/04/4649;Não;4.0;Sim;Comércio atacadista de bicicletas, triciclos e outros veículos recreativos
I;04/04/4649;Não;4.0;Sim;Comércio atacadista de móveis e artigos de colchoaria
I;05/04/4649;Não;4.0;Sim;Comércio atacadista de artigos de tapeçaria persianas e cortinas
I;06/04/4649;Não;4.0;Sim;Comércio atacadista de lustres, luminárias e abajures
I;07/04/4649;Não;4.0;Sim;Comércio atacadista de filmes, CDs, DVDs, fitas e discos
I;08/04/4649;Não;4.0;Sim;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
I;09/04/4649;Não;4.0;Sim;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada
I;10/04/4649;Não;4.0;Sim;Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas
I;4649-4/99;Não;4.0;Sim;Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
I;01/06/4651;Não;4.0;Sim;Comércio atacadista de equipamentos de informática
I;02/06/4651;Não;4.0;Sim;Comércio atacadista de suprimentos para informática
I;4652-4/00;Não;4.0;Sim;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
I;4661-3/00;Não;4.0;Não;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
I;4662-1/00;Não;4.0;Não;"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças"
I;4663-0/00;Não;4.0;Não;Comércio atacadista de máquinas e equipamentos para uso industrial partes e peças
I;4664-8/00;Não;4.0;Não;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
I;4665-6/00;Não;4.0;Não;Comércio atacadista de máquinas e equipamentos para uso comercial partes e peças
I;01/09/4669;Não;4.0;Não;Comércio atacadista de bombas e compressores partes e peças
I;4669-9/99;Não;4.0;Não;Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente partes e peças
I;4671-1/00;Não;4.0;Não;Comércio atacadista de madeira e produtos derivados
I;4672-9/00;Não;4.0;Não;Comércio atacadista de ferragens e ferramentas
I;4673-7/00;Não;4.0;Não;Comércio atacadista de material elétrico
I;4674-5/00;Não;4.0;Não;Comércio atacadista de cimento
I;01/06/4679;Não;4.0;Não;Comércio atacadista de tintas, vernizes e similares
I;02/06/4679;Não;4.0;Não;Comércio atacadista de mármores e granitos
I;03/06/4679;Não;4.0;Sim;Comércio atacadista de vidros, espelhos e vitrais
I;04/06/4679;Não;4.0;Não;Comércio atacadista especializado de materiais de construção não especificados anteriormente
I;4679-6/99;Não;4.0;Não;Comércio atacadista de materiais de construção em geral
I;01/08/4681;Não;4.0;Não;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)
I;02/08/4681;Não;4.0;Não;Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)
I;03/08/4681;Não;4.0;Não;Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante
I;04/08/4681;Não;4.0;Não;Comércio atacadista de combustíveis de origem mineral em bruto
I;05/08/4681;Não;4.0;Não;Comércio atacadista de lubrificantes
I;4682-6/00;Não;4.0;Não;Comércio atacadista de gás liqüefeito de petróleo (GLP)
I;4683-4/00;Não;4.0;Não;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo
I;01/02/4684;Não;4.0;Não;Comércio atacadista de resinas e elastômeros
I;02/02/4684;Não;4.0;Não;Comércio atacadista de solventes
I;4684-2/99;Não;4.0;Não;Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente
I;4685-1/00;Não;4.0;Não;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção
I;01/09/4686;Não;4.0;Não;Comércio atacadista de papel e papelão em bruto
I;02/09/4686;Não;4.0;Sim;Comércio atacadista de embalagens
I;01/07/4687;Não;4.0;Não;Comércio atacadista de resíduos de papel e papelão
I;02/07/4687;Não;4.0;Não;Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão
I;03/07/4687;Não;4.0;Não;Comércio atacadista de resíduos e sucatas metálicos
I;01/03/4689;Não;4.0;Não;Comércio atacadista de produtos da extração mineral, exceto combustíveis
I;02/03/4689;Não;4.0;Não;Comércio atacadista de fios e fibras beneficiados
I;4689-3/99;Não;4.0;Não;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
I;4691-5/00;Não;4.0;Sim;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios
I;4692-3/00;Não;4.0;Não;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários
I;4693-1/00;Não;4.0;Sim;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários
I;01/03/4711;Não;4.0;Sim;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – hipermercados
I;02/03/4711;Não;4.0;Sim;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – supermercados
I;4712-1/00;Não;4.0;Sim;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – minimercados, mercearias e armazéns
I;4713-0/01;Não;4.0;Sim;Lojas de departamentos ou magazines
I;4713-0/02;Não;4.0;Sim;Lojas de variedades, exceto lojas de departamentos ou magazines
I;4713-0/03;Não;4.0;Não;Lojas duty free de aeroportos internacionais
I;01/01/4721;Não;4.0;Não;Padaria e confeitaria com predominância de produção própria
I;02/01/4721;Não;4.0;Sim;Padaria e confeitaria com predominância de revenda
I;03/01/4721;Não;4.0;Sim;Comércio varejista de laticínios e frios
I;04/01/4721;Não;4.0;Sim;Comércio varejista de doces, balas, bombons e semelhantes
I;01/09/4722;Não;4.0;Não;Comércio varejista de carnes – açougues
I;02/09/4722;Não;4.0;Não;Peixaria
I;4723-7/00;Não;4.0;Sim;Comércio varejista de bebidas
I;4724-5/00;Não;4.0;Sim;Comércio varejista de hortifrutigranjeiros
I;01/06/4729;Não;4.0;Sim;Tabacaria
I;02/06/4729;Não;4.0;Não;Comércio varejista de mercadorias em lojas de conveniência
I;4729-6/99;Não;4.0;Sim;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
I;4731-8/00;Não;4.0;Não;Comércio varejista de combustíveis para veículos automotores
I;4732-6/00;Não;4.0;Não;Comércio varejista de lubrificantes
I;4741-5/00;Não;4.0;Não;Comércio varejista de tintas e materiais para pintura
I;4742-3/00;Não;4.0;Não;Comércio varejista de material elétrico
I;4743-1/00;Não;4.0;Sim;Comércio varejista de vidros
I;4744-0/01;Não;4.0;Não;Comércio varejista de ferragens e ferramentas
I;4744-0/02;Não;4.0;Sim;Comércio varejista de madeira e artefatos
I;4744-0/03;Não;4.0;Não;Comércio varejista de materiais hidráulicos
I;4744-0/04;Não;4.0;Não;Comércio varejista de cal, areia, pedra britada, tijolos e telhas
I;4744-0/05;Não;4.0;Não;Comércio varejista de materiais de construção não especificados anteriormente
I;4744-0/06;Não;4.0;Não;Comércio varejista de pedras para revestimento
I;4744-0/99;Não;4.0;Não;Comércio varejista de materiais de construção em geral
I;4751-2/00;Não;4.0;Não;Comércio varejista especializado de equipamentos e suprimentos de informática
I;01/02/4751;Não;4.0;Sim;Comércio varejista especializado de equipamentos e suprimentos de informática
III;02/02/4751;Não;6.0;Sim;Recarga de cartuchos para equipamentos de informática
I;4752-1/00;Não;4.0;Sim;Comércio varejista especializado de equipamentos de telefonia e comunicação
I;4753-9/00;Não;4.0;Sim;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
I;01/07/4754;Não;4.0;Sim;Comércio varejista de móveis
I;02/07/4754;Não;4.0;Sim;Comércio varejista de artigos de colchoaria
I;03/07/4754;Não;4.0;Sim;Comércio varejista de artigos de iluminação
I;01/05/4755;Não;4.0;Sim;Comércio varejista de tecidos
I;02/05/4755;Não;4.0;Sim;Comércio varejista de artigos de armarinho
I;03/05/4755;Não;4.0;Sim;Comércio varejista de artigos de cama, mesa e banho
I;4756-3/00;Não;4.0;Sim;Comércio varejista especializado de instrumentos musicais e acessórios
I;4757-1/00;Não;4.0;Sim;Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação
I;01/08/4759;Não;4.0;Sim;Comércio varejista de artigos de tapeçaria, cortinas e persianas
I;4759-8/99;Não;4.0;Sim;Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
I;4761-0/01;Não;4.0;Sim;Comércio varejista de livros
I;4761-0/02;Não;4.0;Sim;Comércio varejista de jornais e revistas
I;4761-0/03;Não;4.0;Sim;Comércio varejista de artigos de papelaria
I;4762-8/00;Não;4.0;Sim;Comércio varejista de discos, CDs, DVDs e fitas
I;01/06/4763;Não;4.0;Sim;Comércio varejista de brinquedos e artigos recreativos
I;02/06/4763;Não;4.0;Sim;Comércio varejista de artigos esportivos
I;03/06/4763;Não;4.0;Sim;Comércio varejista de bicicletas e triciclos peças e acessórios
I;04/06/4763;Não;4.0;Sim;Comércio varejista de artigos de caça, pesca e camping
I;05/06/4763;Não;4.0;Não;Comércio varejista de embarcações e outros veículos recreativos peças e acessórios
I;01/07/4771;Não;4.0;Não;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas
I;02/07/4771;Não;4.0;Não;Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas
I;03/07/4771;Não;4.0;Não;Comércio varejista de produtos farmacêuticos homeopáticos
I;04/07/4771;Não;4.0;Não;Comércio varejista de medicamentos veterinários
I;4772-5/00;Não;4.0;Sim;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal
I;4773-3/00;Não;4.0;Não;Comércio varejista de artigos médicos e ortopédicos
I;4774-1/00;Não;4.0;Sim;Comércio varejista de artigos de óptica
I;4781-4/00;Não;4.0;Sim;Comércio varejista de artigos do vestuário e acessórios
I;01/02/4782;Não;4.0;Sim;Comércio varejista de calçados
I;02/02/4782;Não;4.0;Sim;Comércio varejista de artigos de viagem
I;01/01/4783;Não;4.0;Não;Comércio varejista de artigos de joalheria
I;02/01/4783;Não;4.0;Sim;Comércio varejista de artigos de relojoaria
I;4784-9/00;Não;4.0;Não;Comércio varejista de gás liqüefeito de petróleo (GLP)
I;01/07/4785;Não;4.0;Sim;Comércio varejista de antigüidades
I;4785-7/99;Não;4.0;Sim;Comércio varejista de outros artigos usados
I;4789-0/01;Não;4.0;Sim;Comércio varejista de suvenires, bijuterias e artesanatos
I;4789-0/02;Não;4.0;Sim;Comércio varejista de plantas e flores naturais
I;4789-0/03;Não;4.0;Sim;Comércio varejista de objetos de arte
I;4789-0/04;Não;4.0;Não;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação
I;4789-0/05;Não;4.0;Não;Comércio varejista de produtos saneantes domissanitários
I;4789-0/06;Não;4.0;Não;Comércio varejista de fogos de artifício e artigos pirotécnicos
I;4789-0/07;Não;4.0;Sim;Comércio varejista de equipamentos para escritório
I;4789-0/08;Não;4.0;Sim;Comércio varejista de artigos fotográficos e para filmagem
I;4789-0/09;Não;4.0;Não;Comércio varejista de armas e munições
I;4789-0/99;Não;4.0;Sim;Comércio varejista de outros produtos não especificados anteriormente
III;4911-6/00;Não;6.0;Não;Transporte ferroviário de carga
III;02/04/4912;Não;6.0;Não;Transporte ferroviário de passageiros municipal e em região metropolitana
III;03/04/4912;Não;6.0;Não;Transporte metroviário
III;01/03/4921;Não;6.0;Não;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal
III;03/01/4922;Não;6.0;Não;Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional
III;4923-0/01;Não;6.0;Não;Serviço de táxi
III;4923-0/02;Não;6.0;Não;Serviço de transporte de passageiros – locação de automóveis com motorista
III;4924-8/00;Não;6.0;Não;Transporte escolar
III;01/09/4929;Não;6.0;Não;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal
III;03/09/4929;Não;6.0;Não;Organização de excursões em veículos rodoviários próprios, municipal
III;01/02/4930;Não;6.0;Não;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal
III;02/02/4930;Não;6.0;Não;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
III;03/02/4930;Não;6.0;Não;Transporte rodoviário de produtos perigosos
III;04/02/4930;Não;6.0;Não;Transporte rodoviário de mudanças
III;4940-0/00;Não;6.0;Não;Transporte dutoviário
III;4950-7/00;Não;6.0;Não;Trens turísticos, teleféricos e similares
III;01/04/5011;Não;6.0;Não;Transporte marítimo de cabotagem – Carga
III;01/02/5012;Não;6.0;Não;Transporte marítimo de longo curso – Carga
III;02/02/5012;Não;6.0;Não;Transporte marítimo de longo curso – Passageiros
III;01/01/5021;Não;6.0;Não;Transporte por navegação interior de carga, municipal, exceto travessia
III;02/01/5021;Não;6.0;Não;Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia
III;5022-0/01;Não;6.0;Não;Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia
III;5022-0/02;Não;6.0;Não;Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia
III;01/01/5030;Não;6.0;Não;Navegação de apoio marítimo
III;02/01/5030;Não;6.0;Não;Navegação de apoio portuário
III;03/01/5030;Não;6.0;Não;Serviço de rebocadores e empurradores
III;01/02/5091;Não;6.0;Não;Transporte por navegação de travessia, municipal
III;01/08/5099;Não;6.0;Não;Transporte aquaviário para passeios turísticos
III;5099-8/99;Não;6.0;Não;Outros transportes aquaviários não especificados anteriormente
III;5111-1/00;Não;6.0;Não;Transporte aéreo de passageiros regular
III;01/09/5112;Não;6.0;Não;Serviço de táxi aéreo e locação de aeronaves com tripulação
III;5112-9/99;Não;6.0;Não;Outros serviços de transporte aéreo de passageiros não-regular
III;5120-0/00;Não;6.0;Não;Transporte aéreo de carga
III;5130-7/00;Não;6.0;Não;Transporte espacial
III;01/07/5211;Não;6.0;Não;Armazéns gerais – emissão de warrant
III;02/07/5211;Não;6.0;Não;Guarda-móveis
III;5211-7/99;Não;6.0;Não;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis
III;5212-5/00;Não;6.0;Não;Carga e descarga
III;5221-4/00;Não;6.0;Não;Concessionárias de rodovias, pontes, túneis e serviços relacionados
III;5223-1/00;Não;6.0;Não;Estacionamento de veículos
III;5229-0/01;Não;6.0;Não;Serviços de apoio ao transporte por táxi, inclusive centrais de chamada
III;5229-0/02;Não;6.0;Não;Serviços de reboque de veículos
III;5229-0/99;Não;6.0;Não;Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente
III;02/01/5231;Não;6.0;Não;Atividades do Operador Portuário
III;03/01/5231;Não;6.0;Não;Gestão de terminais aquaviários
III;5239-7/00;Não;6.0;Não;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
III;01/07/5239;Não;6.0;Não;Serviços de praticagem
III;5239-7/99;Não;6.0;Não;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
III;5240-1/99;Não;6.0;Não;Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem
III;03/08/5250;Não;6.0;Não;Agenciamento de cargas, exceto para o transporte marítimo
III;02/05/5310;Não;6.0;Não;Atividades de franqueadas e permissionárias do Correio Nacional
III;01/02/5320;Não;6.0;Não;Serviços de malote não realizados pelo Correio Nacional
III;02/02/5320;Não;6.0;Não;Serviços de entrega rápida
III;01/08/5510;Não;6.0;Não;Hotéis
III;02/08/5510;Não;6.0;Não;Apart-hotéis
III;03/08/5510;Não;6.0;Não;Motéis
III;01/06/5590;Não;6.0;Não;Albergues, exceto assistenciais
III;02/06/5590;Não;6.0;Não;Campings
III;03/06/5590;Não;6.0;Não;Pensões (alojamento)
III;5590-6/99;Não;6.0;Não;Outros alojamentos não especificados anteriormente
I;01/02/5611;Não;4.0;Sim;Restaurantes e similares
I;02/02/5611;Não;4.0;Sim;Bares e outros estabelecimentos especializados em servir bebidas
I;03/02/5611;Não;4.0;Sim;Lanchonetes, casas de chá, de sucos e similares
I;5612-1/00;Não;4.0;Não;Serviços ambulantes de alimentação
I;01/01/5620;Não;4.0;Sim;Fornecimento de alimentos preparados preponderantemente para empresas
III;02/01/5620;Não;6.0;Não;Serviços de alimentação para eventos e recepções – bufê
I;02/01/5620;Não;4.0;Não;Serviços de alimentação para eventos e recepções – bufê
I;03/01/5620;Não;4.0;Sim;Cantinas – serviços de alimentação privativos
I;04/01/5620;Não;4.0;Sim;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar
III;5811-5/00;Não;6.0;Não;Edição de livros
III;5812-3/00;Não;6.0;Não;Edição de jornais
III;01/03/5812;Não;6.0;Não;Edição de jornais diários
III;02/03/5812;Não;6.0;Não;Edição de jornais não diários
III;5813-1/00;Não;6.0;Não;Edição de revistas
III;5819-1/00;Não;6.0;Não;Edição de cadastros, listas e outros produtos gráficos
III;5821-2/00;Não;6.0;Não;Edição integrada à impressão de livros
III;5822-1/00;Não;6.0;Não;Edição integrada à impressão de jornais
III;01/01/5822;Não;6.0;Não;Edição integrada à impressão de jornais diários
III;02/01/5822;Não;6.0;Não;Edição integrada à impressão de jornais não diários
III;5823-9/00;Não;6.0;Não;Edição integrada à impressão de revistas
III;5829-8/00;Não;6.0;Não;Edição integrada à impressão de cadastros, listas e outros produtos gráficos
III;01/01/5911;Não;6.0;Sim;Estúdios cinematográficos
III;02/01/5911;Não;6.0;Sim;Produção de filmes para publicidade
III;5911-1/99;Não;6.0;Sim;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente
III;5912-0/01;Não;6.0;Sim;Serviços de dublagem
III;5912-0/02;Não;6.0;Sim;Serviços de mixagem sonora em produção audiovisual
III;5912-0/99;Não;6.0;Sim;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente
III;5913-8/00;Não;6.0;Sim;Distribuição cinematográfica, de vídeo e de programas de televisão
III;5914-6/00;Não;6.0;Sim;Atividades de exibição cinematográfica
III;5920-1/00;Não;6.0;Sim;Atividades de gravação de som e de edição de música
III;6010-1/00;Não;6.0;Não;Atividades de rádio
III;6021-7/00;Não;6.0;Não;Atividades de televisão aberta
III;01/05/6022;Não;6.0;Não;Programadoras
III;01/08/6110;Não;6.0;Não;Serviços de telefonia fixa comutada – STFC
III;02/08/6110;Não;6.0;Não;Serviços de redes de transporte de telecomunicações – SRTT
III;03/08/6110;Não;6.0;Não;Serviços de comunicação multimídia – SCM
III;6110-8/99;Não;6.0;Não;Serviços de telecomunicações por fio não especificados anteriormente
III;01/05/6120;Não;6.0;Não;Telefonia móvel celular
III;02/05/6120;Não;6.0;Não;Serviço móvel especializado – SME
III;6120-5/99;Não;6.0;Não;Serviços de telecomunicações sem fio não especificados anteriormente
III;6130-2/00;Não;6.0;Não;Telecomunicações por satélite
III;6141-8/00;Não;6.0;Não;Operadoras de televisão por assinatura por cabo
III;6142-6/00;Não;6.0;Não;Operadoras de televisão por assinatura por microondas
III;6143-4/00;Não;6.0;Não;Operadoras de televisão por assinatura por satélite
III;01/06/6190;Não;6.0;Não;Provedores de acesso às redes de comunicações
III;02/06/6190;Não;6.0;Não;Provedores de voz sobre protocolo internet – VOIP
III;6190-6/99;Não;6.0;Não;Outras atividades de telecomunicações não especificadas anteriormente
V;6201-5/00;Não;15.5;Não;Desenvolvimento de programas de computador sob encomenda
III;01/05/6201;Sim;6.0;Sim;Desenvolvimento de programas de computador sob encomenda
V;01/05/6201;Sim;15.5;Sim;Desenvolvimento de programas de computador sob encomenda
III;02/05/6201;Sim;6.0;Sim;Web design
V;02/05/6201;Sim;15.5;Sim;Web design
V;6202-3/00;Sim;15.5;Sim;Desenvolvimento e licenciamento de programas de computador customizáveis
III;6202-3/00;Sim;6.0;Sim;Desenvolvimento e licenciamento de programas de computador customizáveis
III;6203-1/00;Sim;6.0;Sim;Desenvolvimento e licenciamento de programas de computador não-customizáveis
V;6203-1/00;Sim;15.5;Sim;Desenvolvimento e licenciamento de programas de computador não-customizáveis
V;6204-0/00;Sim;15.5;Sim;Consultoria em tecnologia da informação
III;6209-1/00;Sim;6.0;Sim;Suporte técnico, manutenção e outros serviços em tecnologia da informação
V;6209-1/00;Sim;15.5;Sim;Suporte técnico, manutenção e outros serviços em tecnologia da informação
V;6311-9/00;Sim;15.5;Sim;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet
III;6311-9/00;Sim;6.0;Sim;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet
III;6319-4/00;Sim;6.0;Sim;Portais, provedores de conteúdo e outros serviços de informação na internet
V;6319-4/00;Sim;15.5;Sim;Portais, provedores de conteúdo e outros serviços de informação na internet
III;6391-7/00;Não;6.0;Sim;Agências de notícias
III;6399-2/00;Não;6.0;Sim;Outras atividades de prestação de serviços de informação não especificadas anteriormente
III;6493-0/00;Não;6.0;Não;Administração de consórcios para aquisição de bens e direitos
V;01/05/6621;Sim;15.5;Sim;Peritos e avaliadores de seguros
V;02/05/6621;Sim;15.5;Sim;Auditoria e consultoria atuarial
III;6622-3/00;Não;6.0;Sim;Corretores e agentes de seguros, de planos de previdência complementar e de saúde
I;01/02/6810;Não;4.0;Não;Compra e venda de imóveis próprios
III;01/08/6821;Não;6.0;Sim;Corretagem na compra e venda e avaliação de imóveis
III;02/08/6821;Não;6.0;Sim;Corretagem no aluguel de imóveis
III;6822-6/00;Sim;6.0;Não;Gestão e administração da propriedade imobiliária
V;6822-6/00;Sim;15.5;Não;Gestão e administração da propriedade imobiliária
IV;01/07/6911;Não;4.5;Sim;Serviços advocatícios
V;03/07/6911;Sim;15.5;Sim;Agente de propriedade industrial
III;01/06/6920;Não;6.0;Não;Atividades de contabilidade
V;02/06/6920;Sim;15.5;Não;Atividades de consultoria e auditoria contábil e tributária
V;7020-4/00;Sim;15.5;Sim;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica
III;7111-1/00;Sim;6.0;Sim;Serviços de arquitetura
V;7112-0/00;Sim;15.5;Sim;Serviços de engenharia
V;01/07/7119;Sim;15.5;Sim;Serviços de cartografia, topografia e geodésia
V;02/07/7119;Sim;15.5;Sim;Atividades de estudos geológicos
V;03/07/7119;Sim;15.5;Sim;Serviços de desenho técnico relacionados à arquitetura e engenharia
V;04/07/7119;Sim;15.5;Sim;Serviços de perícia técnica relacionados à segurança do trabalho
V;7119-7/99;Sim;15.5;Sim;Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente
V;7120-1/00;Sim;15.5;Sim;Testes e análises técnicas
V;7210-0/00;Sim;15.5;Sim;Pesquisa e desenvolvimento experimental em ciências físicas e naturais
V;7220-7/00;Sim;15.5;Sim;Pesquisa e desenvolvimento experimental em ciências sociais e humanas
V;7311-4/00;Sim;15.5;Sim;Agências de publicidade
III;7312-2/00;Não;6.0;Sim;AGENCIAMENTO DE ESPAÇOS PARA PUBLICIDADE, EXCETO EM VEÍCULOS DE COMUNICAÇÃO
V;7319-0/01;Sim;15.5;Sim;Criação de estandes para feiras e exposições
III;7319-0/02;Não;6.0;Sim;Promoção de vendas
III;7319-0/03;Não;6.0;Sim;Marketing direto
V;7319-0/04;Sim;15.5;Sim;Consultoria em publicidade
III;7319-0/99;Não;6.0;Sim;Outras atividades de publicidade não especificadas anteriormente
V;7320-3/00;Sim;15.5;Sim;Pesquisas de mercado e de opinião pública
IV;02/02/7410;Sim;4.5;Sim;Design de interiores
V;02/02/7410;Sim;15.5;Sim;Design de interiores
V;03/02/7410;Sim;15.5;Sim;Design de produto
